Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,C,23,TOR,39,11,23,3.8,8,0.479,0.5,2,0.256,3.3,6,0.553,0.511,1.9,2.7,0.689,2.1,4.4,6.5,1,0.6,0.6,1.2,2.1,10.1,achiupr01
2,Steven Adams,C,29,MEM,42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,adamsst01
3,Bam Adebayo,C,25,MIA,58,58,34.9,8.4,15.6,0.538,0,0.2,0.083,8.4,15.4,0.544,0.538,4.4,5.5,0.803,2.6,7.2,9.8,3.2,1.2,0.8,2.5,2.8,21.2,adebaba01
4,Ochai Agbaji,SG,22,UTA,40,3,15.7,1.9,3.9,0.478,1,2.5,0.398,0.9,1.5,0.61,0.602,0.4,0.6,0.682,0.7,1.1,1.8,0.6,0.2,0.2,0.4,1.4,5.1,agbajoc01
5,Santi Aldama,PF,22,MEM,58,18,21.9,3.3,7,0.477,1.3,3.7,0.363,2,3.3,0.601,0.572,1.3,1.8,0.729,1,3.6,4.6,1.2,0.7,0.7,0.7,1.9,9.3,aldamsa01
6,Nickeil Alexander-Walker,SG,24,TOT,41,3,14.6,2.3,4.9,0.477,1,2.4,0.41,1.3,2.4,0.545,0.58,0.7,1,0.675,0.2,1.4,1.7,2,0.6,0.4,1.2,1.5,6.3,alexani01
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,alexani01
6,Nickeil Alexander-Walker,SG,24,MIN,5,0,13.8,2.4,5.8,0.414,1.2,2.6,0.462,1.2,3.2,0.375,0.517,0,0.2,0,0.4,1.4,1.8,0.8,0.4,0.6,0.8,0.8,6,alexani01
7,Grayson Allen,SG,27,MIL,58,56,27.6,3.4,7.7,0.442,2,5,0.405,1.4,2.7,0.509,0.573,1.7,1.8,0.897,0.9,2.4,3.4,2.4,0.8,0.2,1.1,1.7,10.5,allengr01
8,Jarrett Allen,C,24,CLE,58,58,33.3,6.1,9.4,0.652,0,0.2,0.111,6.1,9.2,0.661,0.653,2.4,3.3,0.731,3.2,6.7,9.9,1.6,0.8,1.2,1.4,2.2,14.7,allenja01
9,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9,alvarjo01
10,Kyle Anderson,PF,29,MIN,51,35,26.2,3.2,6.4,0.503,0.6,1.4,0.417,2.6,5,0.528,0.549,1.6,2.2,0.764,0.8,4.2,4.9,4.1,1.2,0.8,1.4,2.2,8.7,anderky01
11,Giannis Antetokounmpo,PF,28,MIL,50,50,32.3,11.2,20.7,0.541,0.8,2.9,0.286,10.3,17.7,0.584,0.561,8.1,12.5,0.645,2.2,9.7,12,5.4,0.7,0.8,3.9,3.3,31.3,antetgi01
12,Thanasis Antetokounmpo,SF,30,MIL,28,0,4,0.2,0.8,0.273,0,0.2,0,0.2,0.6,0.353,0.273,0.1,0.3,0.5,0.3,0.7,1,0.1,0.1,0.1,0.3,0.5,0.6,antetth01
13,Cole Anthony,PG,22,ORL,43,3,24.9,4.2,9.6,0.443,1.1,3.3,0.338,3.1,6.3,0.498,0.501,2.6,2.9,0.88,0.6,4,4.6,4.1,0.6,0.6,1.5,2.5,12.1,anthoco01
14,OG Anunoby,SF,25,TOR,49,49,35.7,6.1,13.4,0.454,1.8,5.1,0.359,4.2,8.3,0.512,0.522,2.4,2.9,0.823,1.5,4,5.4,2,2,0.8,2.2,3.1,16.4,anunoog01
15,Ryan Arcidiacono,PG,28,TOT,14,1,4.9,0.3,1,0.286,0.3,0.6,0.444,0,0.4,0,0.429,0,0,,0,0.7,0.7,0.6,0.1,0,0.2,0.4,0.9,arcidry01
15,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3,arcidry01
15,Ryan Arcidiacono,PG,28,POR,3,1,14.3,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,,0,2,2,2,0,0,0.7,1,3,arcidry01
16,Deni Avdija,SF,22,WAS,59,34,26.4,3.2,7.5,0.434,0.9,3,0.292,2.4,4.4,0.531,0.493,1.6,2.2,0.752,1.1,5.3,6.3,2.5,0.9,0.5,1.4,2.8,9,avdijde01
17,Deandre Ayton,C,24,PHO,54,54,30.4,8.1,13.8,0.592,0.1,0.4,0.304,8,13.3,0.601,0.597,2.2,3,0.742,2.8,7.5,10.2,2,0.6,0.8,1.9,2.9,18.7,aytonde01
18,Udoka Azubuike,C,23,UTA,26,0,5.9,0.9,1.1,0.828,0,0,,0.9,1.1,0.828,0.828,0.1,0.3,0.25,0.6,1.5,2.2,0.2,0.2,0.3,0.4,0.5,1.9,azubuud01
19,Marvin Bagley III,C,23,DET,28,13,21.5,4.6,8.6,0.535,0.3,1.3,0.243,4.3,7.3,0.588,0.554,1.7,2.4,0.716,2.5,4.2,6.7,0.6,0.5,0.7,0.9,2,11.3,baglema01
20,Patrick Baldwin Jr.,SF,20,GSW,20,0,8.8,1.8,4.1,0.439,1.5,3.2,0.453,0.4,0.9,0.389,0.616,0.2,0.3,0.667,0.1,1.5,1.5,0.2,0.3,0.1,0.5,0.4,5.3,baldwpa01
21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,ballla01
22,Mo Bamba,C,24,TOT,45,7,16.6,2.5,5.2,0.491,1.1,2.7,0.397,1.5,2.5,0.595,0.595,0.9,1.4,0.656,1.2,3.6,4.7,1,0.3,0.9,0.6,2.2,7,bambamo01
22,Mo Bamba,C,24,ORL,40,6,17,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1,0.6,2.2,7.3,bambamo01
22,Mo Bamba,C,24,LAL,5,1,13.4,1.6,3.6,0.444,1,2.6,0.385,0.6,1,0.6,0.583,1,2,0.5,1,4.8,5.8,0.8,0.2,0.8,1.4,3,5.2,bambamo01
23,Paolo Banchero,PF,20,ORL,56,56,33.7,6.5,15.4,0.419,1.1,4,0.271,5.4,11.4,0.472,0.455,5.6,7.5,0.752,1.1,5.5,6.6,3.6,0.9,0.5,2.7,2.2,19.7,banchpa01
24,Desmond Bane,SG,24,MEM,39,39,31,7.6,16.1,0.471,3,7.1,0.421,4.6,9,0.511,0.564,3.2,3.5,0.899,0.7,4.4,5.1,4.1,1,0.4,2.1,2.4,21.4,banede01
25,Dalano Banton,PG,23,TOR,27,2,9.3,1.7,4.1,0.411,0.5,1.7,0.283,1.2,2.4,0.5,0.469,0.6,0.7,0.789,0.3,1,1.3,1.1,0.5,0.4,0.6,1.1,4.4,bantoda01
26,Dominick Barlow,SF,19,SAS,11,0,10.1,1.3,2.4,0.538,0,0.4,0,1.3,2,0.636,0.538,0.8,0.9,0.9,1.3,1.3,2.5,0.6,0.2,0.2,0.5,1.9,3.4,barlodo01
27,Harrison Barnes,PF,30,SAC,61,61,32.7,4.6,9.7,0.472,1.7,4.4,0.378,2.9,5.2,0.552,0.559,4.2,5,0.838,1,3.7,4.7,1.7,0.8,0.1,1.1,1.3,15,barneha02
28,Scottie Barnes,PF,21,TOR,60,59,35.3,6,13.2,0.451,1,3.1,0.306,5,10.1,0.495,0.487,2.6,3.4,0.762,2.4,4.7,7.1,4.8,1,0.9,2,2.2,15.5,barnesc01
29,RJ Barrett,SG,22,NYK,57,57,34,6.9,16,0.429,1.8,5.4,0.334,5.1,10.6,0.477,0.485,3.9,5.3,0.75,0.9,4.2,5.1,2.8,0.5,0.2,2.3,2.6,19.5,barrerj01
30,Will Barton,SG,32,TOT,41,0,19.2,2.7,7,0.385,1.3,3.4,0.374,1.4,3.6,0.395,0.476,0.9,1.1,0.778,0.2,2.5,2.7,2.3,0.4,0.2,1.1,1,7.5,bartowi01
30,Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1,7.7,bartowi01
30,Will Barton,SG,32,TOR,1,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,bartowi01
31,Charles Bassey,C,22,SAS,29,1,14.1,2.2,3.5,0.627,0.1,0.2,0.429,2.1,3.3,0.642,0.642,0.7,1.1,0.645,2.1,3.5,5.7,1.2,0.4,0.9,1.1,2.1,5.2,bassech01
32,Keita Bates-Diop,SF,27,SAS,48,26,20.8,3.1,6.4,0.489,0.6,1.6,0.354,2.5,4.8,0.535,0.534,1.4,1.8,0.791,1,2.5,3.5,1.2,0.7,0.3,0.8,1,8.3,bateske01
33,Nicolas Batum,PF,34,LAC,60,11,22,2.1,5,0.419,1.6,4.1,0.387,0.5,0.9,0.564,0.577,0.5,0.7,0.667,0.9,3.3,4.2,1.5,0.7,0.7,0.7,2,6.2,batumni01
34,Darius Bazley,PF,22,OKC,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1,5.4,bazleda01
35,Bradley Beal,SG,29,WAS,39,39,33.1,8.9,17.2,0.517,1.7,4.6,0.369,7.2,12.6,0.571,0.567,3.7,4.4,0.841,0.8,2.8,3.6,5.4,0.9,0.6,2.8,1.9,23.1,bealbr01
36,Malik Beasley,SG,26,TOT,62,18,26.6,4.8,12.2,0.396,3.1,8.6,0.358,1.7,3.6,0.486,0.522,0.6,0.8,0.787,0.4,3.1,3.5,1.7,0.9,0.1,1.1,1.5,13.3,beaslma01
36,Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,beaslma01
36,Malik Beasley,SG,26,LAL,7,5,25.7,4.9,12.4,0.391,3.1,9,0.349,1.7,3.4,0.5,0.517,0,0.4,0,0,3.1,3.1,1.7,1.6,0,1.4,2.1,12.9,beaslma01
37,MarJon Beauchamp,SF,22,MIL,41,9,14,2,5,0.39,0.9,2.9,0.317,1,2.1,0.494,0.483,0.5,0.7,0.724,0.8,1.4,2.2,0.6,0.4,0.1,0.9,1.5,5.3,beaucma01
38,Dāvis Bertāns,PF,30,DAL,34,0,10.6,1.4,3.3,0.423,1.1,2.9,0.381,0.3,0.4,0.714,0.59,0.3,0.4,0.833,0.2,0.8,0.9,0.4,0.2,0.1,0.3,1.1,4.1,bertada01
39,Patrick Beverley,PG,34,TOT,49,49,27,2.1,5.3,0.402,1.2,3.5,0.335,1,1.8,0.528,0.512,0.9,1.2,0.721,0.6,2.8,3.4,2.8,0.9,0.6,0.9,2.8,6.3,beverpa01
39,Patrick Beverley,PG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4,beverpa01
39,Patrick Beverley,PG,34,CHI,4,4,27.8,1.8,4.5,0.389,0.5,3,0.167,1.3,1.5,0.833,0.444,1.3,2.8,0.455,1.5,5.3,6.8,4.8,1,0.8,1,2.8,5.3,beverpa01
40,Saddiq Bey,SF,23,TOT,57,32,28.5,4.6,11.3,0.407,2,5.6,0.362,2.6,5.7,0.452,0.497,3.2,3.7,0.863,1.1,3.5,4.7,1.5,0.9,0.2,1,1.6,14.4,beysa01
40,Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8,beysa01
40,Saddiq Bey,SF,23,ATL,5,2,25.2,3.4,7.4,0.459,2.8,5,0.56,0.6,2.4,0.25,0.649,0.6,0.6,1,1.2,3.6,4.8,0.6,0.6,0.2,0.8,1.2,10.2,beysa01
41,Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,birchkh01
42,Goga Bitadze,C,23,TOT,23,0,9.4,1.3,2.5,0.526,0.2,0.7,0.313,1.1,1.8,0.61,0.57,0.6,1.1,0.5,1.2,1.3,2.5,0.8,0.4,0.4,0.5,1.5,3.4,bitadgo01
42,Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,bitadgo01
42,Goga Bitadze,C,23,ORL,2,0,7,1.5,2.5,0.6,0.5,1,0.5,1,1.5,0.667,0.7,1,1,1,1,3,4,0.5,0,0,0,0.5,4.5,bitadgo01
43,Bismack Biyombo,C,30,PHO,46,9,14,1.7,3,0.572,0,0,,1.7,3,0.572,0.572,0.3,1.1,0.314,1.1,3,4.1,0.9,0.3,1.3,0.9,1.8,3.8,biyombi01
44,Buddy Boeheim,PG,23,DET,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,boehebu01
45,Bogdan Bogdanović,SG,30,ATL,37,5,29.3,5.4,12.2,0.439,2.8,7,0.402,2.5,5.2,0.49,0.554,1.2,1.5,0.796,0.4,3,3.4,3,0.9,0.3,1.3,1.6,14.7,bogdabo01
46,Bojan Bogdanović,PF,33,DET,59,59,32.1,7.3,14.9,0.488,2.5,6,0.411,4.8,9,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,bogdabo02
47,Bol Bol,PF,23,ORL,58,32,22.7,4.1,7.1,0.575,0.5,1.5,0.315,3.6,5.6,0.646,0.609,1.2,1.6,0.745,1.1,4.9,6,0.8,0.4,1.3,1.7,1.3,9.9,bolbo01
48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0,0.3,0,0.2,1.1,0.188,0.15,0,0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,bolmale01
49,Devin Booker,SG,26,PHO,36,36,34,9.7,20.3,0.477,2.2,6.2,0.35,7.5,14.1,0.533,0.53,5.3,6.3,0.836,0.8,3.8,4.6,5.7,0.8,0.4,2.5,2.8,26.8,bookede01
50,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,0.421,0.6,1.4,0.414,1.9,4.4,0.424,0.471,1.4,1.8,0.763,0.3,1,1.4,0.9,0.4,0,0.6,1,6.8,bostobr01
51,Chris Boucher,PF,30,TOR,57,0,20.6,3.5,7.1,0.49,0.8,2.6,0.324,2.6,4.5,0.585,0.549,1.8,2.5,0.739,2.2,3.6,5.8,0.4,0.7,0.8,0.5,2,9.7,bouchch01
52,James Bouknight,SG,22,CHO,26,0,13.6,1.5,4.7,0.328,0.6,2.5,0.25,0.9,2.2,0.414,0.393,0.6,0.8,0.682,0.2,1.8,2,1.1,0.5,0.2,0.7,1.1,4.3,bouknja01
53,Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8,bouyeja01
54,Tony Bradley,C,25,CHI,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,bradlto01
55,Malaki Branham,SF,19,SAS,48,15,22.4,3.7,8.3,0.445,1.1,3.7,0.313,2.6,4.7,0.549,0.514,0.8,1,0.792,0.4,1.8,2.2,2,0.5,0.1,1.1,1.7,9.4,branhma01
56,Christian Braun,SG,21,DEN,58,3,15,1.7,3.5,0.502,0.4,1.1,0.391,1.3,2.4,0.555,0.565,0.4,0.7,0.605,0.7,1.7,2.3,0.8,0.4,0.2,0.4,1.2,4.4,braunch01
57,Mikal Bridges,SF,26,TOT,63,63,36,6.5,13.8,0.47,1.9,4.7,0.397,4.7,9.2,0.508,0.537,3,3.4,0.901,1,3.4,4.4,3.5,1.2,0.8,1.4,2,17.9,bridgmi01
57,Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,bridgmi01
57,Mikal Bridges,SF,26,BRK,7,7,32.9,8,15.4,0.519,2.3,4.9,0.471,5.7,10.6,0.541,0.593,5.1,5.6,0.923,1.4,3.6,5,3.1,1.3,0.7,1.7,1.9,23.4,bridgmi01
58,Oshae Brissett,SF,24,IND,49,1,16,1.7,4.5,0.388,0.8,2.4,0.333,0.9,2.1,0.451,0.477,1.2,1.8,0.693,0.9,2.5,3.4,0.5,0.6,0.2,0.4,1.3,5.5,brissos01
59,Malcolm Brogdon,PG,30,BOS,54,0,25.4,5.1,10.5,0.488,2,4.4,0.46,3.1,6.1,0.508,0.584,2.3,2.6,0.887,0.6,3.5,4.1,3.7,0.6,0.3,1.6,1.6,14.6,brogdma01
60,Dillon Brooks,SF,27,MEM,56,56,30.3,5.4,13.9,0.391,1.8,5.8,0.318,3.6,8.2,0.442,0.456,1.8,2.3,0.794,0.6,2.6,3.3,2.5,0.9,0.2,1.5,3.3,14.5,brookdi01
61,Bruce Brown,SG,26,DEN,62,28,28.6,4.4,9,0.487,1.3,3.5,0.383,3.1,5.6,0.551,0.56,1,1.5,0.722,0.7,3.2,3.9,3.5,1,0.6,1.6,2.3,11.1,brownbr01
62,Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,browngr01
63,Jaylen Brown,SF,26,BOS,51,51,35.8,9.8,20.2,0.485,2.5,7.5,0.337,7.3,12.8,0.571,0.547,4.2,5.4,0.779,1.2,5.7,6.9,3.2,1.1,0.4,3,2.7,26.3,brownja02
64,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5,brownke03
65,Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,brownmo01
66,Sterling Brown,SG,27,LAL,4,0,6,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0.8,1.3,2,0.5,0.8,0,0,1,0,brownst02
67,Troy Brown Jr.,SF,23,LAL,57,33,24.2,2.7,6.1,0.434,1.3,3.5,0.361,1.4,2.6,0.534,0.539,0.5,0.5,0.964,0.9,3.2,4.2,1.1,0.7,0.2,0.7,1.5,7.1,browntr01
68,Jalen Brunson,PG,26,NYK,60,60,35.2,8.5,17.5,0.485,1.9,4.6,0.41,6.6,12.9,0.512,0.539,4.9,5.9,0.836,0.6,3,3.6,6.2,0.9,0.3,2,2.3,23.8,brunsja01
69,Thomas Bryant,C,25,TOT,48,25,20.2,4.4,6.8,0.637,0.5,1.1,0.431,3.9,5.8,0.675,0.671,1.9,2.6,0.732,1.6,4.9,6.5,0.6,0.3,0.6,0.7,1.9,11,bryanth01
69,Thomas Bryant,C,25,LAL,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,bryanth01
69,Thomas Bryant,C,25,DEN,7,0,13.4,1.7,3.9,0.444,0,0.1,0,1.7,3.7,0.462,0.444,1.4,2.1,0.667,1.4,3.1,4.6,0,0.1,0.7,0.9,1.7,4.9,bryanth01
70,Reggie Bullock,SF,31,DAL,61,38,30.4,2.4,5.9,0.401,1.9,5,0.378,0.5,0.9,0.527,0.561,0.4,0.6,0.686,0.5,3,3.5,1.4,0.8,0.2,0.5,2.3,7,bullore01
71,Alec Burks,SG,31,DET,50,7,22,3.9,9,0.44,1.9,4.6,0.416,2,4.3,0.465,0.547,3,3.7,0.814,0.4,2.7,3,2.2,0.7,0.1,1.1,1.9,12.8,burksal01
72,Deonte Burton,SG,29,SAC,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,burtode02
73,Jimmy Butler,SF,33,MIA,48,48,33.3,7.2,13.9,0.52,0.5,1.6,0.321,6.7,12.2,0.547,0.539,6.8,8.1,0.845,2.2,3.7,5.9,5,2,0.3,1.7,1.3,21.8,butleji01
74,John Butler,C,20,POR,9,0,3.3,0.1,0.6,0.2,0,0.4,0,0.1,0.1,1,0.2,0,0,,0.1,0.1,0.2,0.1,0.1,0.3,0,0.2,0.2,butlejo01
75,Jamal Cain,SF,23,MIA,14,0,13.3,1.9,3.6,0.52,0.1,0.9,0.167,1.7,2.7,0.632,0.54,0.9,1.1,0.75,0.9,1.9,2.8,0.6,0.6,0,0.3,1.1,4.7,cainja01
76,Kentavious Caldwell-Pope,SG,29,DEN,60,60,31.4,4.1,8.5,0.481,1.9,4.3,0.451,2.2,4.2,0.512,0.595,1.4,1.6,0.837,0.5,2.4,2.9,2.4,1.4,0.5,1.2,2,11.5,caldwke01
77,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0,0.3,0,0.346,0.1,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3,campafa01
78,Vlatko Čančar,PF,25,DEN,48,8,16.5,2.1,4.3,0.498,0.9,2.1,0.412,1.3,2.1,0.583,0.6,0.6,0.7,0.938,0.5,1.9,2.4,1.5,0.4,0.3,0.7,1.6,5.8,cancavl01
79,Clint Capela,C,28,ATL,46,44,26.8,5.4,8.7,0.627,0,0,0,5.4,8.7,0.628,0.627,1.1,1.9,0.591,4.2,7,11.3,0.9,0.7,1.3,0.8,2.2,12,capelca01
80,Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,0.25,0,0,,0.2,0.7,0.25,0.25,0.2,0.2,1,0.3,0.7,1,0.3,0.2,0.2,0.2,0.5,0.5,careyve01
81,Jevon Carter,PG,27,MIL,62,33,22.6,2.8,6.6,0.427,1.6,3.8,0.411,1.3,2.8,0.448,0.545,0.4,0.5,0.794,0.5,2.2,2.7,2.5,1,0.4,1.1,2,7.6,carteje01
82,Wendell Carter Jr.,C,23,ORL,43,40,29.6,5.5,10.7,0.515,1.2,3.6,0.338,4.3,7.2,0.604,0.571,2.8,3.8,0.739,2.2,6.6,8.8,2.5,0.4,0.6,2.2,3,15.1,cartewe01
83,Alex Caruso,PG,28,CHI,53,23,24.2,1.9,4.3,0.441,0.8,2.3,0.375,1,2,0.514,0.54,0.9,1.2,0.803,0.6,2.5,3.1,3.2,1.6,0.6,1.3,2.5,5.5,carusal01
84,Julian Champagnie,SF,21,PHI,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0,0,champju02
85,Justin Champagnie,SF,21,TOR,3,0,3.7,1,1,1,0,0,,1,1,1,1,0,0,,0.3,1,1.3,0.3,0,0,0,0.3,2,champju01
