Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
86,Kennedy Chandler,PG,20,MEM,26,0,8.7,1,2.6,0.397,0.1,0.5,0.143,1,2.1,0.463,0.412,0.2,0.4,0.455,0.3,0.9,1.2,1.8,0.4,0.2,0.6,0.5,2.3,chandke01
87,Max Christie,SG,19,LAL,37,3,13.7,1.2,2.8,0.419,0.7,1.7,0.419,0.5,1.2,0.419,0.543,0.4,0.4,0.875,0.2,1.8,2,0.5,0.2,0.2,0.4,0.9,3.5,chrisma02
88,Josh Christopher,SG,21,HOU,44,1,10.8,2,4.3,0.458,0.3,1.2,0.259,1.7,3.1,0.537,0.495,0.6,0.9,0.718,0.3,0.9,1.2,1,0.4,0.2,0.9,0.8,4.9,chrisjo01
89,Brandon Clarke,PF,26,MEM,55,8,19.8,4.2,6.3,0.658,0,0.1,0.167,4.1,6.2,0.667,0.659,1.8,2.5,0.726,1.7,4,5.6,1.3,0.6,0.7,1,2.4,10.1,clarkbr01
90,Jordan Clarkson,SG,30,UTA,60,60,32.6,7.5,16.9,0.445,2.6,7.6,0.341,5,9.4,0.528,0.521,3.2,4,0.819,1.2,2.9,4,4.3,0.5,0.2,3.1,2,20.9,clarkjo01
91,Nic Claxton,C,23,BRK,58,58,29.3,5.4,7.6,0.71,0,0,0,5.4,7.6,0.713,0.71,1.7,3.3,0.516,2.4,6.6,9,1.7,0.8,2.5,1.3,2.8,12.5,claxtni01
92,Amir Coffey,SG,25,LAC,41,9,13.9,1.3,3.3,0.39,0.2,0.9,0.27,1,2.4,0.434,0.426,1.1,1.3,0.818,0.4,0.9,1.2,1.2,0.2,0.1,0.4,1.2,3.9,coffeam01
93,John Collins,PF,25,ATL,52,52,30.9,5.1,10.1,0.508,0.8,3.2,0.253,4.3,6.9,0.625,0.548,2.1,2.5,0.818,1.1,5.8,7,1.2,0.7,1.2,1.2,3.2,13.2,collijo01
94,Zach Collins,C,25,SAS,51,14,21.5,3.9,7.6,0.517,0.6,1.8,0.344,3.3,5.8,0.571,0.558,1.6,2.2,0.745,1.8,4.2,6,2.7,0.5,0.6,1.9,3.2,10.1,colliza01
95,Mike Conley,PG,35,TOT,49,48,29.8,3.5,8.7,0.403,1.8,5,0.362,1.7,3.7,0.459,0.507,1.7,2.1,0.812,0.4,2.1,2.5,7.4,1.1,0.2,1.7,2.1,10.4,conlemi01
95,Mike Conley,PG,35,UTA,43,42,29.7,3.6,8.7,0.408,1.8,5,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1,0.2,1.7,2.2,10.7,conlemi01
95,Mike Conley,PG,35,MIN,6,6,30.8,3,8.2,0.367,1.8,5,0.367,1.2,3.2,0.368,0.48,0.7,0.8,0.8,0.7,2,2.7,5.8,1.5,0.2,1.3,1.5,8.5,conlemi01
96,Pat Connaughton,SG,30,MIL,44,27,25,2.9,7.5,0.389,2,5.8,0.348,0.9,1.7,0.526,0.523,0.4,0.7,0.6,0.8,4.2,5,1.3,0.7,0.1,0.6,1.1,8.3,connapa01
97,Robert Covington,PF,32,LAC,36,0,16.2,1.9,4.7,0.406,1,2.9,0.333,0.9,1.8,0.523,0.509,0.7,0.9,0.735,0.7,3,3.7,1.3,0.7,0.8,0.6,1.9,5.5,covinro01
98,Torrey Craig,SF,32,PHO,60,49,25.7,3,6.6,0.455,1.3,3.2,0.411,1.7,3.4,0.498,0.556,0.5,0.6,0.73,2.1,3.7,5.8,1.6,0.7,0.6,1,2.4,7.7,craigto01
99,Jae Crowder,SF,32,MIL,4,0,19.3,2,4,0.5,1.5,3,0.5,0.5,1,0.5,0.688,0.5,1,0.5,0.5,2.5,3,1.5,0.8,0,0.5,2.5,6,crowdja01
100,Jarrett Culver,SG,23,ATL,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,culveja01
101,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3,3.6,0.837,1,5.2,6.2,6,0.8,0.6,3.3,2.8,19.9,cunnica01
102,Seth Curry,SG,32,BRK,44,6,22,3.8,8.1,0.465,1.8,4.3,0.413,2,3.8,0.524,0.574,0.8,0.8,0.972,0.3,1.6,1.8,2,0.6,0.2,1,1.8,10.1,curryse01
103,Stephen Curry,PG,34,GSW,38,38,34.6,9.8,19.8,0.495,4.9,11.4,0.427,4.9,8.4,0.588,0.619,5,5.4,0.922,0.6,5.8,6.3,6.4,1,0.4,3.2,2.2,29.4,curryst01
104,Dyson Daniels,PG,19,NOP,41,11,19.3,1.7,3.8,0.449,0.5,1.5,0.333,1.2,2.3,0.521,0.513,0.4,0.7,0.621,0.7,2.7,3.4,2.4,0.8,0.3,1,1.8,4.3,daniedy01
105,Anthony Davis,C,29,LAL,38,36,33.3,9.7,17.3,0.561,0.3,1.4,0.236,9.3,15.8,0.591,0.571,6.1,7.5,0.811,3.3,9.2,12.6,2.4,1.1,2.1,2.1,2.7,25.8,davisan02
106,Johnny Davis,SG,20,WAS,13,0,4.8,0.5,1.4,0.333,0.1,0.3,0.25,0.4,1.1,0.357,0.361,0.2,0.2,1,0.1,0.5,0.6,0.2,0.1,0.1,0.2,1,1.2,davisjo06
107,Terence Davis,SG,25,SAC,48,4,13.8,2.6,5.9,0.438,1.4,3.8,0.372,1.1,2,0.561,0.559,0.6,0.7,0.886,0.4,2,2.4,1.2,0.8,0.3,0.9,1.8,7.2,daviste02
108,JD Davison,PG,20,BOS,6,0,2.3,0.3,1.3,0.25,0,0.5,0,0.3,0.8,0.4,0.25,0,0,,0,0.3,0.3,0.2,0.2,0,0.2,0,0.7,davisjd01
109,Darius Days,PF,23,HOU,4,0,6.3,1.3,3,0.417,0.8,2.5,0.3,0.5,0.5,1,0.542,0.5,0.5,1,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8,daysda01
110,Dewayne Dedmon,C,33,MIA,30,0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,0.539,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2,5.7,dedmode01
111,Matthew Dellavedova,PG,32,SAC,26,0,6.2,0.5,1.4,0.351,0.3,0.7,0.368,0.2,0.7,0.333,0.446,0.2,0.3,0.571,0,0.3,0.3,1.3,0.2,0,0.4,0.6,1.4,dellama01
112,DeMar DeRozan,SF,33,CHI,57,57,36.1,9,17.8,0.508,0.5,1.5,0.307,8.6,16.2,0.527,0.521,6.4,7.4,0.876,0.5,4.1,4.6,5.1,1,0.5,2.2,2.7,25,derozde01
113,Moussa Diabaté,PF,21,LAC,18,1,9.6,1.2,2.2,0.525,0.1,0.1,0.5,1.1,2.1,0.526,0.538,0.6,0.9,0.625,1.6,0.9,2.5,0.2,0.3,0.3,0.5,0.7,2.9,diabamo01
114,Mamadi Diakite,PF,26,CLE,16,2,6.1,0.7,1.6,0.423,0.3,0.9,0.267,0.4,0.7,0.636,0.5,0,0,,0.2,0.6,0.8,0.1,0.1,0.4,0.4,0.8,1.6,diakima01
115,Hamidou Diallo,SG,24,DET,54,0,17.4,3.8,6.5,0.58,0.1,0.4,0.238,3.7,6.1,0.601,0.587,1.6,2.6,0.606,0.9,2.4,3.3,0.9,0.9,0.3,1.2,2.2,9.2,diallha01
116,Gorgui Dieng,C,33,SAS,21,1,9.6,1.1,3,0.387,0.6,2,0.279,0.6,0.9,0.632,0.484,0.2,0.3,0.833,0.9,1.8,2.6,1.4,0.1,0.3,0.8,1.4,3.1,dienggo01
117,Ousmane Dieng,SF,19,OKC,19,0,14.9,1.7,4.1,0.416,0.7,2.4,0.289,1,1.7,0.594,0.5,0.1,0.3,0.4,0.4,2.2,2.6,1.4,0.3,0.3,0.6,1.2,4.2,diengou01
118,Spencer Dinwiddie,PG,29,TOT,61,61,34,5.8,13,0.448,2.5,6.4,0.393,3.3,6.7,0.5,0.544,3.4,4,0.83,0.3,2.8,3.2,5.4,0.8,0.3,1.8,2.3,17.5,dinwisp01
118,Spencer Dinwiddie,PG,29,DAL,53,53,34.1,6,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,dinwisp01
118,Spencer Dinwiddie,PG,29,BRK,8,8,33.5,5,12.6,0.396,1.9,6,0.313,3.1,6.6,0.472,0.47,4.4,5,0.875,0.3,3.6,3.9,6.5,1.1,0,2.4,2.4,16.3,dinwisp01
119,Donte DiVincenzo,SG,26,GSW,52,17,25.8,3.3,7.4,0.444,2.2,5.2,0.424,1.1,2.2,0.491,0.592,0.7,0.8,0.818,0.9,3.3,4.2,3.3,1.3,0.1,1.5,1.8,9.5,divindo01
120,Luka Dončić,PG,23,DAL,53,53,36.4,11.2,22.2,0.506,2.7,7.8,0.349,8.5,14.3,0.591,0.567,8,11,0.731,0.9,7.9,8.8,8.1,1.5,0.5,3.6,2.6,33.2,doncilu01
121,Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0.9,0,0,,0.3,0.3,0.7,0,0,0,0,0,3,dorsety01
122,Luguentz Dort,SG,23,OKC,55,54,30.1,4.8,11.9,0.404,1.9,5.4,0.345,3,6.5,0.453,0.482,2.6,3.5,0.758,1.5,2.8,4.3,2.2,1,0.3,1.3,3.2,14.1,dortlu01
123,Ayo Dosunmu,SG,23,CHI,61,49,27.9,3.8,7.6,0.498,0.8,2.5,0.316,3,5.1,0.587,0.55,0.9,1.1,0.806,0.7,2.5,3.1,2.8,0.7,0.3,1.4,2.5,9.2,dosunay01
124,Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0,1,0,0.15,0,0,,1,0.7,1.7,1.3,0.8,0,0.5,1.5,0.5,dotsode01
125,Jeff Dowtin,PG,25,TOR,18,0,8.8,1.1,2.4,0.442,0.2,0.6,0.273,0.9,1.8,0.5,0.477,0.2,0.2,0.75,0.3,0.6,0.9,0.9,0.2,0.1,0.3,0.6,2.4,dowtije01
126,PJ Dozier,SG,26,SAC,5,0,2.2,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,,0,0.4,0.4,0,0.6,0,0,0,1,doziepj01
127,Goran Dragić,PG,36,CHI,51,0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,dragigo01
128,Andre Drummond,C,29,CHI,50,0,13,2.7,4.3,0.619,0,0,0,2.7,4.3,0.624,0.619,1,1.9,0.531,2.2,4.6,6.8,0.6,0.7,0.3,1.2,1.9,6.3,drumman01
129,Chris Duarte,SF,25,IND,39,10,18.7,2.5,7,0.361,1.1,3.7,0.297,1.4,3.3,0.434,0.44,1.4,1.7,0.836,0.4,2,2.4,1.4,0.5,0.2,0.8,1.4,7.6,duartch01
130,David Duke Jr.,SG,23,BRK,17,0,8.6,1.3,2.9,0.44,0,0.4,0,1.3,2.6,0.5,0.44,0.3,0.5,0.556,0.4,0.5,0.9,0.8,0.4,0.1,0.8,1.5,2.9,dukeda01
131,Kris Dunn,PG,28,UTA,3,0,22,5.3,10,0.533,0.7,2.3,0.286,4.7,7.7,0.609,0.567,1,1.7,0.6,1.3,1.7,3,4,1.7,0.3,0.7,2.7,12.3,dunnkr01
132,Kevin Durant,PF-SF,34,TOT,40,40,35.8,10.5,18.7,0.561,1.8,4.8,0.378,8.7,13.9,0.624,0.609,6.7,7.2,0.934,0.4,6.4,6.7,5.2,0.8,1.5,3.5,2.3,29.5,duranke01
132,Kevin Durant,PF,34,BRK,39,39,36,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,duranke01
132,Kevin Durant,SF,34,PHO,1,1,27,10,15,0.667,2,4,0.5,8,11,0.727,0.733,1,1,1,0,6,6,2,0,2,2,0,23,duranke01
133,Jalen Duren,C,19,DET,52,27,25.1,3.6,5.6,0.645,0,0,0,3.6,5.6,0.647,0.645,1.3,2.2,0.611,3.3,5.4,8.7,1.1,0.6,0.9,1.2,2.7,8.5,durenja01
134,Tari Eason,PF,21,HOU,62,3,19.9,3.4,7.7,0.446,0.7,2,0.35,2.7,5.7,0.479,0.491,1.3,1.7,0.757,2.3,3.4,5.7,1,1.1,0.6,1.1,2.2,8.9,easonta01
135,Anthony Edwards,SG,21,MIN,64,64,36.4,8.9,19.5,0.458,2.6,7.3,0.363,6.3,12.2,0.514,0.526,4.2,5.4,0.777,0.6,5.3,5.9,4.5,1.7,0.7,3.4,2.5,24.6,edwaran01
136,Kessler Edwards,SF,22,TOT,16,1,5.8,0.4,1.8,0.214,0.1,0.9,0.143,0.3,0.9,0.286,0.25,0.1,0.1,0.5,0.4,0.6,1,0.3,0.2,0.1,0.3,0.2,0.9,edwarke02
136,Kessler Edwards,SF,22,BRK,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1,0.1,0.2,0.1,0.3,0.2,1.1,edwarke02
136,Kessler Edwards,SF,22,SAC,2,0,7,0,2,0,0,1,0,0,1,0,0,0,0,,0.5,0.5,1,1,0,0,0,0,0,edwarke02
137,Keon Ellis,SG,23,SAC,9,0,4,0.7,1.1,0.6,0.6,0.9,0.625,0.1,0.2,0.5,0.85,0.2,0.3,0.667,0.3,0.4,0.8,0.3,0.2,0.1,0.1,0.7,2.1,elliske01
138,Joel Embiid,C,28,PHI,48,48,35.1,10.9,20.6,0.532,1,3.1,0.338,9.9,17.5,0.566,0.557,10.1,11.7,0.86,1.8,8.6,10.4,4.1,1.1,1.6,3.5,3.2,33,embiijo01
139,Drew Eubanks,C,25,POR,60,17,19.7,2.5,3.6,0.682,0.1,0.1,0.429,2.4,3.5,0.69,0.689,1,1.5,0.655,1.7,3.4,5.1,1.2,0.5,1.2,0.8,2.3,5.9,eubandr01
140,Bruno Fernando,C,24,TOT,33,4,11.2,1.5,2.9,0.521,0,0,0,1.5,2.9,0.526,0.521,0.9,1.3,0.682,1.5,2.3,3.8,0.9,0.2,0.9,0.7,2.1,3.9,fernabr01
140,Bruno Fernando,C,24,HOU,31,4,11.7,1.5,3,0.516,0,0,0,1.5,3,0.522,0.516,1,1.4,0.682,1.5,2.4,3.9,1,0.2,1,0.6,2.2,4.1,fernabr01
140,Bruno Fernando,C,24,ATL,2,0,3,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0.5,0.5,1,0.5,0,0,1,0.5,2,fernabr01
141,Dorian Finney-Smith,PF,29,TOT,48,48,31.5,3.1,7.6,0.405,1.8,5.2,0.335,1.3,2.4,0.561,0.521,0.7,1,0.739,1.6,3.2,4.8,1.5,0.9,0.4,0.9,2.1,8.6,finnedo01
141,Dorian Finney-Smith,PF,29,DAL,40,40,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1,0.75,1.7,3,4.7,1.5,1,0.5,0.9,2,9.1,finnedo01
141,Dorian Finney-Smith,PF,29,BRK,8,8,28,2.4,6.9,0.345,0.9,4.3,0.206,1.5,2.6,0.571,0.409,0.5,0.8,0.667,1.4,4.1,5.5,1.5,0.4,0.1,1,2.8,6.1,finnedo01
142,Malachi Flynn,PG,24,TOR,43,1,13.7,1.7,4.7,0.37,1,2.6,0.378,0.7,2.1,0.36,0.475,0.4,0.6,0.708,0.3,1.2,1.5,1.5,0.4,0.1,0.4,1.3,4.8,flynnma01
143,Simone Fontecchio,SF,27,UTA,34,0,10.2,1.2,3.7,0.331,0.7,2.6,0.287,0.5,1.2,0.425,0.429,0.5,0.6,0.773,0.5,0.6,1.1,0.6,0.2,0.2,0.6,0.9,3.7,fontesi01
144,Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,forbebr01
145,Trent Forrest,PG,24,ATL,18,3,13.3,1.3,2.8,0.48,0,0.1,0,1.3,2.7,0.5,0.48,0.1,0.2,0.667,0.3,1.3,1.6,1.7,0.3,0.1,0.6,0.9,2.8,forretr01
146,Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,fostemi02
147,Evan Fournier,SG,30,NYK,23,7,18,2.3,6.6,0.351,1.4,4.4,0.324,0.9,2.1,0.408,0.46,0.8,0.9,0.857,0.2,1.8,2,1.5,0.6,0.1,0.8,1.9,6.8,fournev01
148,De'Aaron Fox,PG,25,SAC,55,55,34.1,9.4,18.3,0.515,1.6,4.8,0.331,7.9,13.5,0.581,0.559,4.9,6.3,0.786,0.5,3.8,4.3,6.3,1.1,0.3,2.7,2.5,25.4,foxde01
149,Markelle Fultz,PG,24,ORL,42,42,29.3,5.5,11,0.504,0.4,1.4,0.316,5.1,9.6,0.531,0.524,1.9,2.4,0.782,1.3,2.8,4.1,5.5,1.5,0.4,2.3,2,13.4,fultzma01
150,Wenyen Gabriel,PF,25,LAL,49,2,15.2,2.6,4.2,0.612,0.2,0.6,0.3,2.4,3.6,0.665,0.633,0.8,1.3,0.619,1.7,2.3,4,0.4,0.3,0.5,0.7,2.2,6.1,gabriwe01
151,Daniel Gafford,C,24,WAS,59,28,19.1,3.4,4.6,0.749,0,0,,3.4,4.6,0.749,0.749,1.6,2.5,0.644,2,3.4,5.4,0.9,0.4,1.3,1,2.3,8.5,gaffoda01
152,Darius Garland,PG,23,CLE,55,55,35.2,7.6,16.2,0.47,2.6,6.1,0.424,5,10.1,0.498,0.551,4.2,4.9,0.858,0.4,2.2,2.7,7.9,1.3,0.1,2.9,2.1,22,garlada01
153,Usman Garuba,PF,20,HOU,55,1,13.5,1.3,2.4,0.523,0.3,0.6,0.5,0.9,1.8,0.531,0.587,0.4,0.7,0.575,1.7,2.8,4.5,0.9,0.7,0.5,0.7,1.7,3.2,garubus01
154,Luka Garza,C,24,MIN,23,0,9.1,2.3,4.4,0.529,0.6,1.6,0.361,1.8,2.9,0.621,0.593,1.7,2.1,0.792,1.3,1.2,2.4,0.6,0.1,0,0.4,1.5,6.9,garzalu01
155,Rudy Gay,PF,36,UTA,47,0,14.5,1.8,4.9,0.371,0.5,2.1,0.228,1.3,2.7,0.484,0.421,0.7,0.9,0.875,0.7,2.3,3,0.9,0.3,0.3,0.6,1.2,4.9,gayru01
156,Paul George,SG,32,LAC,47,47,34.4,8.1,17.6,0.462,2.9,7.7,0.383,5.2,9.9,0.523,0.545,4.4,5,0.869,0.7,5.4,6.1,5.2,1.5,0.4,3.3,2.7,23.5,georgpa01
157,Taj Gibson,C,37,WAS,39,2,10.1,1.4,2.6,0.534,0.1,0.5,0.211,1.3,2.2,0.607,0.553,0.6,0.9,0.667,0.7,1.4,2.1,0.7,0.3,0.3,0.5,1.8,3.5,gibsota01
158,Josh Giddey,SG,20,OKC,57,57,30.7,7,14.4,0.485,0.9,2.9,0.307,6.1,11.5,0.53,0.516,1.2,1.7,0.74,2,5.7,7.7,5.9,0.7,0.5,3,2.1,16.1,giddejo01
159,Shai Gilgeous-Alexander,PG,24,OKC,54,54,35.5,10.2,20.2,0.507,0.9,2.6,0.338,9.4,17.6,0.532,0.528,9.6,10.6,0.908,0.9,3.9,4.7,5.7,1.6,1.1,2.9,2.7,31,gilgesh01
160,Anthony Gill,PF,30,WAS,42,4,10,1.2,2,0.607,0.1,0.5,0.158,1.1,1.5,0.738,0.625,0.6,0.8,0.771,0.5,0.8,1.4,0.5,0.1,0.2,0.2,1.2,3.1,gillan01
161,Rudy Gobert,C,30,MIN,52,52,30.4,5.2,7.6,0.678,0,0.1,0,5.2,7.6,0.683,0.678,3.1,4.7,0.663,3.1,8.3,11.5,0.9,0.8,1.3,1.8,3,13.4,goberru01
162,Jordan Goodwin,PG,24,WAS,42,4,18.1,2.4,5.2,0.452,0.6,1.6,0.382,1.7,3.6,0.483,0.511,0.8,1.1,0.761,0.9,2.3,3.2,2.5,1,0.5,0.9,1.7,6.2,goodwjo01
163,Aaron Gordon,PF,27,DEN,51,51,30.1,6.5,11.1,0.585,1,2.6,0.382,5.5,8.5,0.646,0.629,3,4.8,0.622,2.4,4.5,6.8,3,0.8,0.8,1.6,1.9,17,gordoaa01
164,Eric Gordon,SG,34,TOT,52,47,29.2,4.2,9.7,0.432,1.7,4.9,0.35,2.4,4.7,0.518,0.522,2.3,2.8,0.821,0.3,1.8,2,2.9,0.6,0.4,1.6,1,12.4,gordoer01
164,Eric Gordon,SG,34,HOU,47,47,30.2,4.5,10.2,0.439,1.8,5.2,0.347,2.7,5,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1,13.1,gordoer01
164,Eric Gordon,SG,34,LAC,5,0,20,1.4,4.8,0.292,1,2.4,0.417,0.4,2.4,0.167,0.396,1.8,2,0.9,0.2,1.6,1.8,2.8,0.6,0.6,0.4,1.2,5.6,gordoer01
165,Devonte' Graham,PG,27,TOT,60,1,16.7,1.9,5.2,0.362,1.4,4.1,0.341,0.5,1.1,0.439,0.497,1.1,1.4,0.753,0.3,1.2,1.5,2.5,0.6,0.2,0.6,1,6.2,grahade01
165,Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,grahade01
165,Devonte' Graham,PG,27,SAS,7,1,27.6,4,11.6,0.346,2.6,8,0.321,1.4,3.6,0.4,0.457,2.9,3.7,0.769,0.7,1.6,2.3,4.4,0.7,0.6,0.9,1.3,13.4,grahade01
166,Jerami Grant,PF,28,POR,57,57,35.7,7,14.6,0.481,2.3,5.6,0.404,4.7,8.9,0.529,0.559,4.5,5.5,0.813,0.8,3.5,4.4,2.3,0.8,0.8,1.8,2.4,20.8,grantje01
167,A.J. Green,SG,23,MIL,29,0,9.8,1.7,3.7,0.453,1.3,3.1,0.438,0.3,0.6,0.529,0.637,0.1,0.1,1,0.2,1,1.1,0.7,0.2,0,0.3,1,4.8,greenaj01
168,Danny Green,SG,35,TOT,6,0,11.8,1,3.2,0.316,1,2.5,0.4,0,0.7,0,0.474,0.2,0.2,1,0.2,0.7,0.8,0.3,0.3,0.2,0.8,1.5,3.2,greenda02
168,Danny Green,SG,35,MEM,3,0,14.3,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0,0,,0.3,1,1.3,0.7,0.3,0,1,2,3,greenda02
168,Danny Green,SG,35,CLE,3,0,9.3,1,2.7,0.375,1,2.3,0.429,0,0.3,0,0.563,0.3,0.3,1,0,0.3,0.3,0,0.3,0.3,0.7,1,3.3,greenda02
169,Draymond Green,PF,32,GSW,54,54,31.5,3.2,6.2,0.521,0.6,1.8,0.333,2.6,4.4,0.599,0.57,1.1,1.6,0.702,0.9,6.6,7.4,6.9,1,0.8,2.6,3.1,8.2,greendr01
170,Jalen Green,SG,20,HOU,56,56,33.6,7.3,17.7,0.41,2.6,7.6,0.338,4.7,10.1,0.464,0.482,4.6,5.8,0.787,0.5,3.4,3.9,3.6,0.8,0.3,2.8,1.6,21.7,greenja05
171,JaMychal Green,PF,32,GSW,42,1,14.4,2.4,4.6,0.516,0.7,2,0.349,1.7,2.6,0.642,0.591,0.8,1.2,0.714,1.4,2.5,3.9,1,0.5,0.3,1.1,2,6.2,greenja01
